k Linear Matter Galaxy Monopole Quadrupole Hexadecapole
0.00014871154628089538 2603.8979261802574 811.8980372982437 -16.65466400640396 348.57299046127685 768.2035337069664 50.29555907091895
0.0001521825053264387 2662.6806310510538 830.2265299204909 7.400483059452568 380.86960117428185 785.5435843093095 51.430821167332375
0.0001557344772926135 2722.783317054879 848.9665925221764 31.731866012585833 413.6302425805905 803.2744907179217 52.59167161359818
0.00015936935303817744 2784.2351353365066 868.1273143143437 56.40923218307876 446.9287293149002 821.4048401711757 53.77867248264211
0.00016308906755493327 2847.065862106121 887.7179794098686 81.5025819796811 480.8388762251508 839.9432202149278 54.992385826520724
0.0001668956009978023 2911.3059114336747 907.7480708130175 107.08217430806724 515.4344988227052 858.8982184249365 56.23337382661862
0.00017079097973894268 2976.986348286901 928.2272744849427 133.21853199136785 550.7894133722023 878.2784228218453 57.5021985535657
0.00017477727744646807 3044.138901816953 949.1654834864363 159.98244722453734 586.9774368817042 898.0924214745088 58.79942213141919
0.0001788566161883462 3112.795976604893 970.5728014817967 187.44403625751235 624.0714908419795 918.348831726109 60.12560853013305
0.00018303116756206132 3182.99059025693 992.4595231825278 215.64192363608944 662.1145402327669 939.0572360856128 61.48138499885838
0.00018730315385064386 3254.756361675685 1014.8361306702421 244.57651789645507 701.1132516427732 960.2283864546433 62.867455258174296
0.0001916748492056815 3328.1276072644227 1037.713323510478 274.2462008331294 741.072112546219 981.8731053381831 64.28452770412193
0.00019614858085794293 3403.139360019507 1061.1020247136023 304.6496445720831 781.9956115965235 1004.0022155409899 65.73331070104868
0.00020072673035625684 3479.8273834079987 1085.0133850623342 335.78581722122186 823.8882379307537 1026.6265401901155 67.21451266658742
0.00020541173483530642 3558.228185480815 1109.4587875126651 367.6539886210286 866.7544816367924 1049.7569027974976 68.72884190691062
0.00021020608831301584 3638.379033224129 1134.449851669173 400.25373616186096 910.5988337408498 1073.4041272154045 70.27700688249773
0.00021511234301821672 3720.317967152245 1159.99843833556 433.58495071856896 955.4257861944126 1097.5790376731795 71.85971591824224
0.00022013311074930324 3804.0838161448455 1186.1166541414595 467.64784266693465 1001.2398319804403 1122.2924587438595 73.47767742867165
0.00022527106426459804 3889.716208193958 1212.8168548860638 502.44323825297266 1048.0458184001359 1147.5552487068244 75.13160197027854
0.00023052893870517083 3977.255456624783 1240.1116098348705 537.9810021263087 1095.8591971729684 1173.379262639431 76.82226534704074
0.00023590953305086337 4066.742540299983 1268.0136955117605 574.2813424479655 1144.7076134626639 1199.7775019793764 78.55051842866277
0.00024141571161030178 4158.219252315191 1296.5361423177555 611.3653535805032 1194.6193870676454 1226.7630319103166 80.31721623063935
